Kateqoriya,Sual,Cavab
Elektron xidmətlər,İdxal olunan yüngül nəqliyyat vasitələri üçün ödəniləcək gömrük ödənişlərini necə hesablamaq olar?,İdxal olunan yüngül nəqliyyat vasitələri üçün ödəniləcək gömrük ödənişlərini aşağıdakı ardıcıllığa riayət etməklə hesablamaq olar: www.customs.gov.az → Fərdlər üçün → Avtomobillərin gətirilməsi https://customs.gov.az/az/ferdler-ucun/avtomobillerin-getirilmesi
Elektron xidmətlər,Elektron sərnişin bəyannaməsi necə tərtib olunur?,Elektron sərnişin bəyannaməsi aşağıdakı ardıcıllığa riayət etməklə tərtib olunur: www.e-gov.az → E-xidmətlər → Xidmətlər → Dövlət Gömrük Komitəsi → Fiziki şəxslər tərəfindən Azərbaycan Respublikasının gömrük sərhədindən keçirilən malların və nəqliyyat vasitələrinin bəyan edilməsi üçün elektron sərnişin bəyannaməsinin qəbulu https://www.e-gov.az/az/services/read/3487/0
Elektron xidmətlər,Dövlət Gömrük Komitəsinə elektron müraciətlər necə ünvanlanmalıdır?,Dövlət Gömrük Komitəsinə elektron müraciətlər aşağıdakı ardıcıllığa riayət etməklə ünvanlanmalıdır: www.customs.gov.az → Müraciətlər → Komitəyə müraciət http://customs.gov.az/az/muracietler/komiteye-muraciet/
Elektron xidmətlər,Xarici iqtisadi fəaliyyətin mal nomenklaturası ilə necə tanış olmaq olar?,Xarici iqtisadi fəaliyyətin mal nomenklaturası ilə aşağıdakı ardıcıllığa riayət etməklə tanış olmaq olar: www.e-gov.az → E-xidmətlər → Bütün xidmətlər → Dövlət Gömrük Komitəsi → Malların nomenklaturası və mal və nəqliyyat vasitələrinə tətbiq olunan müvafiq gömrük ödənişləri barədə məlumatların verilməsi https://www.e-gov.az/az/services/read/2415/0
Elektron xidmətlər,Elektron gömrük bəyannamələrini hansı qaydada çap etmək mümkündür?,"Elektron gömrük bəyannamələrini aşağıdakı ardıcıllığa riayət etməklə çap etmək mümkündür: www.e-gov.az → E-xidmətlər → Bütün xidmətlər → Dövlət Gömrük Komitəsi → Malların və nəqliyyat vasitələrinin gömrük rəsmiləşdirilməsi üzrə elektron gömrük bəyannaməsinin qəbulu, gömrük rəsmiləşdirilməsi və rəsmiləşdirilmə prosesinin onlayn monitorinqi → Aktiv gömrük bəyannamələri ↔ Buraxılmış gömrük bəyannamələri → Şəxsən tərtib etdiyim gömrük bəyannamələri ↔ Təmsilçi tərəfindən tərtib olunmuş gömrük bəyannamələri. Qeyd olunan addımlar icra edildikdən sonra ekranda gömrük bəyannamələrinin siyahısı görünəcəkdir. Sağ kənarda yer alan imza işarəsi sıxılaraq bəyannamə endirilməli və www.asanimza.az saytından yüklənən asandoc.client proqramı vasitəsilə açılaraq çap olunmalıdır. Qeyd olunan proqramı aşağıdakı keçid vasitəsi ilə yükləyə bilərsiniz. http://asanimza.az/asan-doc-az/2013/download/"
Elektron xidmətlər,Yaşıl dəhliz buraxılış sistemindən daimi istifadə hüququ əldə etmək üçün necə müraciət etmək lazımdır?,Yaşıl dəhliz buraxılış sistemindən daimi istifadə hüququ əldə etmək üçün aşağıdakı ardıcıllığa riayət etməklə müraciət etmək lazımdır: e.customs.gov.az → XİF iştirakçıları üçün → Müraciətlər→ Yaşıl dəhliz və digər müraciət formaları. https://e.customs.gov.az/for-individuals/appeals
Elektron xidmətlər,Dövlət Gömrük Komitəsi tərəfindən gömrük öhdəlikləri üzrə sərhədkeçməyə qoyulan məhdudiyyət barədə necə məlumat almaq olar?,Dövlət Gömrük Komitəsi tərəfindən gömrük öhdəlikləri üzrə sərhədkeçməyə qoyulan məhdudiyyət barədə məlumatı aşağıdakı ardıcıllığa riayət etməklə əldə etmək olar: e.customs.gov.az → Fiziki şəxslər üçün → Sərhədkeçmə məhdudiyyətinin yoxlanılması https://e.customs.gov.az/for-individuals/border-restrictions
Elektron xidmətlər,Xarici iqtisadi fəaliyyət iştirakçılarının həyata keçirdikləri idxal-ixrac əməliyyatları barədə statistik məlumatları necə əldə etmək olar?,Xarici iqtisadi fəaliyyət iştirakçılarının həyata keçirdikləri idxal-ixrac əməliyyatları barədə statistik məlumatları e.customs.gov.az saytında aşağıdakı ardıcıllığa riayət edərək əldə etmək mümkündür: e.customs.gov.az → Əsas Xidmətlər → XİF iştirakçıları üçün → İdxal-ixrac əməliyyatlarının statistikası. https://e.customs.gov.az/for-xif/import-report
Elektron xidmətlər,Birbaşa gömrük təmsilçiliyi fəaliyyətini həyata keçirmək istəyən şəxslər bu hüququ əldə etmək üçün necə müraciət etməlidir?,Birbaşa gömrük təmsilçiliyi hüququnun əldə edilməsi üçün e.customs.gov.az saytında aşağıdakı ardıcıllığa riayət etməklə müraciət etmək mümkündür: e.customs.gov.az → Əsas Xidmətlər → XİF iştirakçıları üçün → Müraciətlər. https://e.customs.gov.az/for-individuals/appeals
Elektron xidmətlər,E.customs.gov.az saytında və “Smart Customs” mobil tətbiqində bəyannamənin doldurulması prosesində səhvə yol verildiyi zamanı nə edilməlidir?,"Doldurulma əsnasında səhvə yol verilən bəyannamənin ""Sil"" düyməsinə sıxaraq silib və yenidən yaradılması mümkündür. Səhvə yol verilmiş bəyannamələri yalnız sonuncudan etibarən silmək mümkündür. Sonucunu sildikdən sonra növbəti bağlama üçün də ""sil"" düyməsi aktivləşəcəkdir. Artıq “sil” düyməsi aktiv deyilsə, qeyd olunan hal bağlama ölkə ərazisinə gəldikdən sonra gömrük nəzarəti zamanı gömrük orqanı tərəfindən dəyərləndiriləcəkdir."
Elektron xidmətlər,"""Könüllü gömrükçü"" dəstəsinin üzvü kimi fəaliyyət göstərmək üçün necə qeydiyyatdan keçmək lazımdır?","""Könüllü gömrükçü"" dəstəsinin üzvü kimi fəaliyyət göstərmək üçün aşağıdakı ardıcıllığa riayət etməklə qeydiyyatdan keçmək mümkündür: www.customs.gov.az → Müraciətlər → Könüllü gömrükçü https://customs.gov.az/az/muracietler/volunteer"
Elektron xidmətlər,Azərbaycan Respublikasının dövlət sərhəd buraxılış məntəqələrində şəxslərin və nəqliyyat vasitələrinin sürətli keçidi üzrə tətbiq olunan elekton xidmətdən necə qeydiyyatdan keçmək olar?,Azərbaycan Respublikasının dövlət sərhəd buraxılış məntəqələrində şəxslərin və nəqliyyat vasitələrinin sürətli keçidi üzrə tətbiq olunan elekton xidmətdən aşağıdakı ardıcıllığa riayət etməklə qeydiyyatdan keçmək mümkündür: www.customs.gov.az → E-xidmətlər →Elektron Növbə https://c2b.customs.gov.az/queue.aspx
Digər suallar,Aksiz markası ilə markalanmalı və məcburi nişanlama ilə nişanlanmalı olan mallar hansılardır?,"Azərbaycan Respublikası Nazirlər Kabinetinin 2023-cü il 14 fevral tarixli 48 nömrəli Qərarı ilə təsdiq edilmiş Azərbaycan Respublikasında istehsal edilən, yaxud ölkəyə idxal olunan aksiz markası ilə markalanmalı və məcburi nişanlama ilə nişanlanmalı olan malların siyahısı aşağıdakılardır: 1. Aksiz markası və məcburi nişanlama tətbiq olunan mallar: 1.1. içməli spirt (o cümlədən tərkibində 80 faizdən az spirt olmayan denaturlaşdırılmamış etil spirti; tərkibində 80 faizdən az spirt olan denaturlaşdırılmamış etil spirti);1.2. araq (vodka), tündləşdirilmiş içkilər və tündləşdirilmiş içki materialları, konyak və konyak materialları, şampan şərabı, likör və likör məmulatları;1.3. şərab və şərab materialları;1.4. pivə (alkoqolsuz pivə istisna olmaqla) və pivə tərkibli içkilər,energetik içkilər və tündləşdirilməmiş alkoqollu içkilər (tərkibindəki spirtin miqdarı 9 faizdən çox olmayan).2. Məcburi nişanlanmalı olan mallar:2.1. tütün məmulatları;2.2. elektron siqaretlər üçün maye;2.3. istehsal məqsədli tütünlər istisna olmaqla digər çəkməli tütünlər, “homogenləşdirilmiş” və ya “bərpa edilmiş” tütünlər,çeynənilən və ya buruna çəkilən tütünlər, habelə qəlyan üçün tütünlər və tütün əvəzləyiciləri;2.4. alışdırılmadan nəfəsə çəkilmək üçün nəzərdə tutulmuş tərkibində tütün və ya bərpa edilmiş tütün olan məhsullar;2.5. birdəfəlik istifadə üçün elektron siqaret, qəlyan və onların əvəzediciləri."
Digər suallar,Gömrük orqanları tərəfindən bir pəncərə prinsipi hansı qaydada həyata keçirilir?,"Azərbaycan Respublikası dövlət sərhədinin buraxılış məntəqələrindən keçirilən malların və nəqliyyat vasitələrinin yoxlanılmasında ""bir pəncərə"" prinsipinin tətbiqi haqqında 11 noyabr 2008-ci il 12 sayılı Azərbaycan Respublikası Prezidentinin Fərmanının 3-cü bəndinə əsasən Azərbaycan Respublikası dövlət sərhədinin buraxılış məntəqələrindən keçirilən malların və nəqliyyat vasitələrinin sənədlərinin, o cümlədən malların baytarlıq, fitosanitar, gigiyenik və digər sertifikatlarının (şəhadətnamələrinin), qida məhsullarına münasibətdə qida təhlükəsizliyi sertifikatının, onların istehsalçılarının qida təhlükəsizliyi qeydiyyatına alınmasına dair dövlət reyestrindən çıxarışın yoxlanılmasını Azərbaycan Respublikasının gömrük orqanları həyata keçirir."
Digər suallar,Gömrük auditi hansı müddətdə həyata keçirilə bilər?,Gömrük auditi gömrük bəyannaməsində qeyd olunan malların gömrük nəzarəti altında olan mallar statusunu itirməsindən sonrakı 3 (üç) il ərzində və yalnız hüquqi şəxslər və hüquqi şəxs yaratmadan sahibkarlıq fəaliyyəti ilə məşğul olan fiziki şəxslər barəsində həyata keçirilə bilər.
Digər suallar,Xarici dövlətlərin diplomatik poçtu və konsul valizi (çantasının) üzərində gömrük nəzarəti hansı qaydada həyata keçirilir?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 312-ci maddəsinə əsasən gömrük sərhədindən keçirilən xarici dövlətlərin diplomatik poçtunu və konsul valizini (çantasını) açmaq və gecikdirmək olmaz. Konsul valizində Məcəllənin 312.4-cü maddəsində göstərilməyən əşyaların mövcudluğu haqqında kifayət qədər əsas olduqda, gömrük orqanlarının vəzifəli şəxsləri xarici dövlətin səlahiyyətli şəxsləri tərəfindən konsul valizinin açılmasını tələb edirlər. Bu tələbin yerinə yetirilməsindən imtina edildikdə, konsul valizi açılmadan geri qaytarılır. Diplomatik poçt və konsul valizi olan bütün yerlərdə onların xarakterini əks etdirən, görünən xarici nişanlar olmalıdır."
Digər suallar,Hansı hallarda gömrük borcunun ödənilməsinə dair möhlət verilir?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 246.1-ci maddəsinə, eyni zamanda Azərbaycan Respublikası Nazirlər Kabinetinin 3 oktyabr 2013-cü il tarixli 286 nömrəli Qərarı ilə təsdiq edilmiş “Təminatdan istifadə etməklə gömrük borcunun ödənilməsinin təmin edilməsi Qaydaları”nın təsdiq edilməsi barədə Qərarın 3.1-ci bəndinə müvafiq olaraq aşağıdakı hallarda yaranmış gömrük borcunun ödənilməsinə 14 (on dörd) gündən 60 (altmış) günədək möhlət verilir: - fors-major hallar nəticəsində borclu şəxsə zərər dəydikdə; - gömrük borcunu birdəfəyə ödədiyi təqdirdə, borclu şəxsin iflasa uğramaq təhlükəsi olduqda."
Digər suallar,Əlillər üçün xüsusi olaraq hazırlanmış avtonəqliyyat vasitələrinin gömrük ərazisinə gətirilməsinə hansı qaydada icazə verilir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 14 oktyabr 2013-cü il tarixli 305 nömrəli Qərarı ilə təsdiq edilmiş “Fiziki şəxslər tərəfindən istehsal, yaxud kommersiya məqsədləri üçün nəzərdə tutulmayan malların gömrük sərhədindən keçirilməsinin güzəştli və sadələşdirilmiş qaydaları”nın 4.2-ci bəndinə müvafiq olaraq əlillər üçün xüsusi olaraq hazırlanmış avtonəqliyyat vasitələrinin gömrük ərazisinə gətirilməsinə Azərbaycan Respublikası Əmək və Əhalinin Sosial Müdafiəsi Nazirliyinin təsdiqedici sənədi əsasında güzəştli qaydada (gömrük ödənişləri alınmadan) icazə verilir."
Digər suallar,"Azərbaycan Respublikasının ərazisindən ixrac edilən, habelə Azərbaycan Respublikasına idxal edilən mal və məhsulların üzərindəki etiketlər və adlar, onlardan istifadə qaydaları barədə izahat vərəqələri hansı dildə olmalıdır?","İstehlakçıların hüquqlarının müdafiəsi haqqında 19 sentyabr 1995-ci il 1113 sayılı Azərbaycan Respublikasının Qanununun 13-cü maddəsinin 1-ci bəndinə əsasən Azərbaycan Respublikasının ərazisindən ixrac edilən malların üzərindəki etiketlər və digər yazılar müvafiq xarici dillərlə yanaşı, dövlət dilində də olmalıdır. Azərbaycan Respublikasına idxal edilən mal və məhsulların üzərindəki etiketlər və adlar, onlardan istifadə qaydaları barədə izahat vərəqələri başqa dillərlə yanaşı, Azərbaycan dilinə tərcüməsi ilə müşayiət olunmalıdır."
Digər suallar,Gömrük orqanlarının vəzifəli şəxsləri tərəfindən gömrük nəzarətinin müstəsna forması kimi şəxsi yoxlama nə zaman həyata keçirilir?,"Gömrük Məcəlləsinin 64-cü maddəsinə əsasən ilkin yoxlamadan sonra fiziki şəxsin aparılması və ya gətirilməsi qanunvericiliklə qadağan edilmiş, yaxud məhdudlaşdırılmış, habelə barəsində gömrük ödənişləri ödənilməmiş malları, bu Məcəllənin və gömrük işi üzrə digər qanunvericilik aktlarının müddəalarının pozulması faktını təsdiq edən əşyaları üzərində gizlətməsi və daşıması barədə əsaslı şübhə yarandıqda, gömrük orqanlarının vəzifəli şəxsləri onu saxlayır və gömrük nəzarətinin müstəsna forması kimi, bu Məcəllənin 92.2.2-ci maddəsinə müvafiq olaraq üzərində şəxsi yoxlama aparırlar."
Digər suallar,Gömrük orqanları standart mübadilə sistemindən istifadəyə hansı hallarda icazə verirlər?,Azərbaycan Respublikası Nazirlər Kabinetinin 6 fevral 2014-cü il tarixli 34 nömrəli Qərarı ilə təsdiq edilmiş “Malların xaricdə emal xususi gömrük proseduru altında yerləşdirilməsi Qaydaları”nın 11.2-ci bəndinə müvafiq olaraq gömrük orqanları standart mübadilə sistemindən istifadəyə emal əməliyyatları qüsurlu daxili malların təmiri ilə əlaqədar olduğu hallarda icazə verirlər.
Digər suallar,Xüsusi iqtisadi zonada sahibkarlıq fəaliyyətinin hansı növləri qadağan edilir?,"Xüsusi iqtisadi zonalar haqqında 14 aprel 2009-cu il 791 sayılı Azərbaycan Respublikasının Qanununun 4-cü maddəsinə əsasən xüsusi iqtisadi zonada sahibkarlıq fəaliyyətinin aşağıdakı növləri qadağan edilir: - qanunvericiliyə əsasən mülki dövriyyəsi qadağan edilmiş və ya məhdudlaşdırılmış əşyaların istehsalı, saxlanılması və satışı, yerin təkindən faydalı qazıntıların çıxarılması, habelə qiymətli metalların, neftin, neft məhsullarının və təbii qazın hasilatı və emalı; - teleradio yayımı fəaliyyəti; - spirtli içkilərin və tütün məmulatlarının istehsalı."
Digər suallar,Ödənilməmiş gömrük borcları gömrük orqanları tərəfindən hansı qaydada tutulur?,Azərbaycan Respublikası Gömrük Məcəlləsinin 249-cu maddəsinə əsasən ödənilməmiş gömrük borcları gömrük ödənişlərini ödəmək öhdəliyinin yarandığı tarixdən 3 (üç) il ərzində gömrük orqanları tərəfindən bu maddədə müəyyən edilmiş qaydada məcburi tutulur.
Digər suallar,Avtonəqliyyat vasitələrinin raritet (nadir) hesab olunması üçün istehsal ilindən ən azı neçə il keçməlidir?,Azərbaycan Respublikası Nazirlər Kabinetinin 28 oktyabr 2010-cu il tarixli 188 saylı Qərarı ilə təsdiq olunmuş “Raritet (nadir) avtonəqliyyat vasitələrinin Azərbaycan Respublikasının ərazisinə idxal olunması və gömrük rəsmiləşdirilməsinə dair Qaydaları”na əsasən nəqliyyat vasitəsinin raritet hesab olunması üçün istehsal ilindən ən azı 40 il keçməlidir.
Digər suallar,Azərbaycan Respublikasının ərazisinə daxil olan beynəlxalq daşımalarda iştirak edən xarici dövlətlərə mənsub avtonəqliyyat vasitələri yanacaq baklarında hansı həcmdə yanacağı rüsumsuz keçirə bilər?,"Azərbaycan Respublikası Nazirlər Kabinetinin 13 avqust 1997-ci il tarixli 90 nömrəli Qərarı ilə təsdiq edilmiş “Beynəlxalq daşımalarda iştirak edən xarici dövlətlərə mənsub avtonəqliyyat vasitələrinin Azərbaycan Respublikası ərazisində hərəkətinin tənzimlənməsi haqqında” qərarına müvafiq olaraq Azərbaycan Respublikasının ərazisinə daxil olarkən, beynəlxalq daşımalarda iştirak edən xarici dövlətlərə mənsub avtonəqliyyat vasitələrinin mühərriklə texnoloji bağlı olan yanacaq baklarındakı 200 (iki yüz) litr yanacaq rüsumsuz keçirilə bilər."
Digər suallar,"Gömrük orqanlarının, onların vəzifəli şəxslərinin qərarları, hərəkətləri və ya hərəkətsizliyi ilə bağlı şikayətlərə hansı müddətdə baxılır?","Azərbaycan Respublikası Gömrük Məcəlləsinin 52.3-cü maddəsinə əsasən qanunvericilikdə daha qısa müddət nəzərdə tutulmamışdırsa, inzibati şikayətə ən geci 15 (on beş) gün müddətində baxılmalı və mahiyyəti üzrə qərar qəbul edilməlidir. Şikayətin araşdırılması ilə əlaqədar əlavə sənədlər və materiallar tələb olunduqda, şikayətə baxan gömrük orqanının rəhbəri tərəfindən bu müddət daha 15 (on beş) gün uzadılır."
Digər suallar,Gömrük orqanlarına təqdim olunan sənədlər hansı dildə olmalıdır?,Azərbaycan Respublikası Gömrük Məcəlləsinin 72-ci maddəsinə uyğun olaraq xarici dildə olan sənədlər (məlumatlar) onları gömrük orqanına təqdim edən şəxsin vəsaiti hesabına Azərbaycan Respublikasının dövlət dilinə tərcümə olunmalıdır.
Digər suallar,Malların gömrük rəsmiləşdirilməsi harada aparılır?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 106.1-ci bəndinə müvafiq olaraq gömrük rəsmiləşdirilməsi malları ixrac və ya idxal edənin, yaxud onların struktur bölmələrinin yerləşdiyi ərazi üzrə gömrük orqanlarının fəaliyyət zonasında, bu məqsədlər üçün ayrılmış yerlərdə aparılır. Gömrük Məcəlləsinin 106.3-cü bəndinə əsasən gömrük orqanlarının icazəsi ilə gömrük rəsmiləşdirilməsi başqa yerlərdə aparıla bilər. Həmçinin Məcəllənin 106.4-cü bəndinə əsasən müvafiq icra hakimiyyəti orqanı yəni Dövlət Gömrük Komitəsi malların və nəqliyyat vasitələrinin ayrı-ayrı kateqoriyalarının gömrük rəsmiləşdirilməsinin aparılmasını müəyyən gömrük orqanlarına həvalə edə bilər."
Digər suallar,Hansı şəxslər gömrük orqanlarına xidmətə qəbul edilə bilməz?,"Azərbaycan Respublikasının 7 dekabr 1999-cu il tarixli 768 nömrəli Qanunu ilə təsdiq edilmiş «Gömrük orqanlarında xidmət haqqında» Əsasnamənin 15-ci bəndinə müvafiq olaraq ikili vətəndaşlığı, digər dövlətlər qarşısında öhdəlikləri olan şəxslər, din xadimləri, məhkəmənin qanuni qüvvəyə minmiş qərarı ilə fəaliyyət qabiliyyəti olmayan və ya məhdud fəaliyyət qabiliyyətli hesab edilmiş, məhkumluğu ödənilməmiş və ya götürülməmiş şəxslər, tibbi rəyə əsasən fiziki və əqli qüsurlarına görə gömrük orqanlarında işləməyə qadir olmayan, gömrük, digər hüquq mühafizə və ya başqa dövlət orqanlarında əvvəllər yol verdiyi kobud nöqsanlara və ya qulluqla bir araya sığmayan hərəkətlərə görə bu orqanlardan xaric edilmiş şəxslər gömrük orqanlarına xidmətə qəbul edilə bilməzlər. Bir qayda olaraq yaşı 30-u keçmiş vətəndaşlar gömrük orqanlarında xidmətə qəbul edilmirlər. Qanunla müəyyən olunmuş müddətli həqiqi hərbi xidmət keçməmiş (qanuni əsaslarla müddətli həqiqi hərbi xidmətə çağırışdan möhlət hüququ olanlar və ya müddətli həqiqi hərbi xidmətə çağırışdan azad edilənlər istisna olmaqla) çağırış yaşlı vətəndaşlar gömrük orqanlarında xüsusi rütbələr nəzərdə tutulmuş vəzifələrə xidmətə qəbul edilmirlər. Gömrük orqanlarının kiçik heyət vəzifələrinə xidmətə ən azı tam orta və orta ixtisas təhsilli, orta, baş və ali rəis heyəti vəzifələrinə isə yalnız müvafiq ali təhsilə malik olan şəxslər qəbul edilirlər."
Digər suallar,"Pul vəsaitlərinin (sikkələr, banknotlar və yol çeklərinin) beynəlxalq poçt göndərişlərində göndərilməsinə icazə verilirmi?","Azərbaycan Respublikası Gömrük Məcəlləsinin 290.1-ci maddəsinə, eyni zamanda Azərbaycan Respublikası Nazirlər Kabinetinin 9 dekabr 2004-cü il tarixli 191 nömrəli Qərarı ilə təsdiq edilmiş ""Poçt göndərişlərində göndərilməsi qadağan olan malların və əşyaların Siyahısı""na və ""Poçt göndərişlərinin saxlanması, açılması, satışı və məhv edilməsi Qaydaları""nın 1.12-ci və 2.12-ci bəndlərinə müvafiq olaraq Azərbaycan Respublikasına və Azərbaycan Respublikasından sikkələr, banknotlar və yol çeklərinin beynəlxalq poçt göndərişlərində göndərilməsi qadağan olunmuşdur."
Digər suallar,İnsan orqanları və (və ya) toxumalarının beynəlxalq poçt göndərişlərində göndərilməsinə icazə verilirmi?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 290.1-ci maddəsinə, eyni zamanda Azərbaycan Respublikası Nazirlər Kabinetinin 9 dekabr 2004-cü il tarixli 191 nömrəli Qərarı ilə təsdiq edilmiş ""Poçt göndərişlərində göndərilməsi qadağan olan malların və əşyaların Siyahısı""nın və ""Poçt göndərişlərinin saxlanması, açılması, satışı və məhv edilməsi Qaydaları""nın 1.3-cü və 2.3-cü bəndlərinə müvafiq olaraq Azərbaycan Respublikasına və Azərbaycan Respublikasından insan orqanları və (və ya) toxumalarının beynəlxalq poçt göndərişlərində göndərilməsi qadağan olunmuşdur."
Digər suallar,Xarici dövlətlərin Azərbaycan Respublikasındakı diplomatik nümayəndəlikləri üçün hansı güzəştlər nəzərdə tutulmuşdur?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 307.1-ci maddəsinə müvafiq olaraq xarici dövlətlərin Azərbaycan Respublikasındakı diplomatik nümayəndəlikləri özlərinin rəsmi istifadəsi üçün nəzərdə tutulan malları və nəqliyyat vasitələrini, onların gömrük sərhədindən keçirilməsi qaydalarına riayət etmək şərti ilə gömrük rüsumlarından, vergilərindən və digər gömrük ödənişlərindən azad olunmaqla gömrük ərazisinə gətirə və bu ərazidən apara bilərlər. Bu güzəştlər saxlanca görə ödənişlərə, habelə Gömrük Məcəlləsinin 232.2-ci maddəsinə uyğun olaraq malların və nəqliyyat vasitələrinin gömrük orqanlarının iş vaxtından kənar saatlarda və iş yerindən kənarda gömrük nəzarətinin həyata keçirilməsinə görə alınan gömrük ödənişlərinə şamil edilmir."
Digər suallar,"Hansı mallar baytarlıq, fitosanitar və sanitariya nəzarətinə aid mallar hesab olunur?","“Baytarlıq, fitosanitar və sanitariya nəzarətinə aid malların Vahid Siyahısı” Azərbaycan Respublikası Nazirlər Kabinetinin 17 iyun 2016-cı il tarixli 231 nömrəli Qərarı ilə təsdiq edilmişdir."
Digər suallar,Azərbaycan Respublikası ərazisində dövriyyəyə buraxılan (idxal və istehsal olunan) avtonəqliyyat vasitələri hansı ekoloji normalara uyğun olmalıdır?,Azərbaycan Respublikası Nazirlər Kabinetinin 14 yanvar 2014-cü il tarixli 2 nömrəli “Azərbaycan Respublikası ərazisində dövriyyəyə buraxılan (idxal və istehsal olunan) avtonəqliyyat vasitələrindən atmosfer havasına atılan zərərli maddələrə dair tələblərin avro-4 ekoloji normalarına uyğunlaşdırılması barədə Qərarı”na əsasən Azərbaycan Respublikasının ərazisində dövriyyəyə buraxılan (idxal və Azərbaycan Respublikasında istehsal edilən) avtonəqliyyat vasitələrindən atmosfer havasına atılan zərərli maddələr üzrə 2014-cü il aprelin 1-dən Avro-4 ekoloji normaları tətbiq edilir.
Digər suallar,Rüsumsuz ticarət mağazasında hansı mallar satılır?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 195.2.4-cü maddəsinə, eyni zamanda Azərbaycan Respublikası Nazirlər Kabinetinin 30 oktyabr 2013-cü il tarixli 318 nömrəli Qərarı ilə təsdiq edilmiş “Rüsumsuz ticarət mağazalarının yaradılması və onların fəaliyyətinin tənzimlənməsi Qaydaları”nın 1.2-ci bəndinə əsasən mağazada idxal gömrük rüsumları, vergilər alınmadan və ticarət siyasəti tədbirləri tətbiq edilmədən son istifadə xüsusi gömrük proseduru altında yerləşdirilmiş və şəxsi istifadə (istehlak) üçün nəzərdə tutulan mallar satılır."
Digər suallar,İxrac nəzarəti dedikdə nə nəzərdə tutulur?,"İxrac nəzarəti haqqında 26 oktyabr 2004-cü il 772 sayılı Azərbaycan Respublikasının Qanununun 1.1.1-ci bəndinə əsasən ixrac nəzarətinə düşən malların (işlərin, xidmətlərin, əqli fəaliyyətin nəticələrinin) Azərbaycan Respublikasının ərazisinə gətirilməsi, bu ərazidən çıxarılması və tranzitinin Azərbaycan Respublikasının qanunvericiliyi ilə müəyyən edilmiş qaydalara uyğun həyata keçirilməsini təmin edən tədbirlər kompleksidir."
Digər suallar,Dövlət Gömrük Komitəsisinin Çağrı Mərkəzinin fəaliyyəti hansı qanunvericilik aktı ilə tənzimlənir?,Dövlət Gömrük Komitəsisinin Çagrı Mərkəzinin fəaliyyəti “Dövlət orqanlarında çağrı mərkəzlərinin fəaliyyətinin təşkili Qaydaları”nın təsdiq edilməsi haqqında 25 fevral 2015-ci il 50 nömrəli Azərbaycan Respublikası Nazirlər Kabinetinin Qərarına əsasən tənzimlənir.
Digər suallar,Hansı hallarda gömrük rəsmiləşdirilməsi zamanı təqdim olunan mənşə sertifikatı gömrük orqanları tərəfindən tanınmır?,"Azərbaycan Respublikası Nazirlər Kabinetinin 14 yanvar 2014-cü il tarixli 3 nömrəli Qərarı ilə təsdiq edilmiş “Malların preferensial və qeyri-preferensial mənşəyinin müəyyən edilməsi Qaydaları”nın 11-ci bəndinə müvafiq olaraq aşağıda qeyd olunan hallarda gömrük orqanı tərəfindən mənşə sertifikatı tanınmır: - təqdim edilən sənəddə pozmalar, qaralamalar, təsdiq edilməmiş düzəlişlər mövcud olduqda və ya imzalar, yaxud möhürlər olmadıqda; - sertifikatdakı möhürlərin və ya şəxslərin imzalarının əksi, sertifikatı təsdiq etmək və vermək səlahiyyətinə malik orqanların ünvanları gömrük orqanlarında olan məlumatlarla uyğun olmadıqda; - sertifikatdakı məlumatlar bəyan edilənlərə uyğun olmadıqda və ya malın eyniləşdirilməsini həyata keçirməyə imkan vermədikdə; - sertifikatın blankı gömrük orqanlarında olan blank nümunələri ilə uyğun gəlmədikdə; - sertifikatda sertifikatı təqdimetmə səlahiyyətinə malik olan şəxslərin imzaları faksimil formada yerinə yetirildikdə; - sorğulanan sertifikatın həqiqiliyi barədə gömrük orqanlarına ixrac ölkəsinin və ya malların mənşə ölkəsinin səlahiyyətli orqanlarından 6 (altı) ay müddətində (ilkin sorğu tarixindən etibarən 3 (üç) ay və təkrar sorğu tarixindən etibarən 3 (üç) ay cavab gəlmədikdə."
